LOCATION,ds,y
TUR,2006-01-01,99.99227416666668
TUR,2007-01-01,101.25965000000001
TUR,2008-01-01,94.46907166666666
TUR,2009-01-01,92.88338749999998
TUR,2010-01-01,99.5523975
TUR,2011-01-01,100.43618833333333
TUR,2012-01-01,98.96975916666666
TUR,2013-01-01,99.67553416666668
TUR,2014-01-01,99.79218083333335
TUR,2015-01-01,99.30568166666667
TUR,2016-01-01,99.92415916666666
TUR,2017-01-01,100.97488083333333
TUR,2018-01-01,98.40200750000001
TUR,2019-01-01,97.36404833333334
TUR,2020-01-01,97.0996975
TUR,2021-01-01,101.88323333333334
TUR,2022-01-01,98.98299250000001
USA,2003-01-01,100.01725818181818
USA,2004-01-01,101.61703333333332
USA,2005-01-01,100.49013083333334
USA,2006-01-01,99.95553583333333
USA,2007-01-01,99.53108166666668
USA,2008-01-01,98.27705083333332
USA,2009-01-01,98.40589083333333
USA,2010-01-01,100.88631666666667
USA,2011-01-01,100.41337333333333
USA,2012-01-01,99.65781416666665
USA,2013-01-01,100.0511475
USA,2014-01-01,100.54163333333334
USA,2015-01-01,99.56398583333333
USA,2016-01-01,99.60343416666666
USA,2017-01-01,100.95114166666667
USA,2018-01-01,101.25065833333333
USA,2019-01-01,99.5401925
USA,2020-01-01,99.7813175
USA,2021-01-01,101.655975
USA,2022-01-01,100.06946416666666
